"Date","Winner1","Winner Probability","Loser1","Loser Probability","Site","Category","Winner_Actual","Model"
2024-11-30,"Pittsburgh Penguins",0.516470926257122,"Calgary Flames",0.483529073742878,"Playing At:  Pittsburgh Penguins   Home","55 >","Pittsburgh Penguins",1
2024-11-30,"Tampa Bay Lightning",0.514231480171958,"Toronto Maple Leafs",0.485768519828042,"Playing At:  Tampa Bay Lightning   Home","55 >","Toronto Maple Leafs",0
2024-11-30,"Carolina Hurricanes",0.510608717283746,"Florida Panthers",0.489391282716254,"Playing At:  Florida Panthers   Home","55 >","Florida Panthers",0
2024-12-01,"Boston Bruins",0.746822949628922,"Montreal Canadiens",0.253177050371078,"Playing At:  Boston Bruins   Home","70-80","Boston Bruins",1
2024-12-01,"Ottawa Senators",0.633054712624249,"Anaheim Ducks",0.366945287375751,"Playing At:  Anaheim Ducks   Home","60-70","Anaheim Ducks",0
2024-12-01,"Chicago Blackhawks",0.593611394988134,"Columbus Blue Jackets",0.406388605011866,"Playing At:  Chicago Blackhawks   Home","55-60","Columbus Blue Jackets",0
2024-12-01,"Winnipeg Jets",0.568218757751964,"Dallas Stars",0.431781242248036,"Playing At:  Dallas Stars   Home","55-60","Dallas Stars",0
2024-12-01,"Vancouver Canucks",0.517194297841129,"Detroit Red Wings",0.482805702158871,"Playing At:  Detroit Red Wings   Home","55 >","Vancouver Canucks",1
2024-12-02,"Toronto Maple Leafs",0.81343539899879,"Chicago Blackhawks",0.18656460100121,"Playing At:  Toronto Maple Leafs   Home","80-85","Toronto Maple Leafs",1
2024-12-02,"New York Rangers",0.751469932047164,"New Jersey Devils",0.248530067952836,"Playing At:  New York Rangers   Home","70-80","New Jersey Devils",0
2024-12-02,"Dallas Stars",0.649607986831408,"Arizona Coyotes",0.350392013168592,"Playing At:  Arizona Coyotes   Home","60-70","Dallas Stars",1
2024-12-03,"Carolina Hurricanes",0.806482560027656,"Seattle Kraken",0.193517439972344,"Playing At:  Carolina Hurricanes   Home","80-85","Seattle Kraken",0
2024-12-03,"Washington Capitals",0.792855331970132,"San Jose Sharks",0.207144668029868,"Playing At:  Washington Capitals   Home","70-80","San Jose Sharks",0
2024-12-03,"Winnipeg Jets",0.760912840507463,"St. Louis Blues",0.239087159492537,"Playing At:  Winnipeg Jets   Home","70-80","St. Louis Blues",0
2024-12-03,"Calgary Flames",0.726487290624796,"Columbus Blue Jackets",0.273512709375204,"Playing At:  Calgary Flames   Home","70-80","Calgary Flames",1
2024-12-03,"Florida Panthers",0.696860879820645,"Pittsburgh Penguins",0.303139120179355,"Playing At:  Pittsburgh Penguins   Home","60-70","Pittsburgh Penguins",0
2024-12-03,"Edmonton Oilers",0.60317623103464,"Vegas Golden Knights",0.39682376896536,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",0
2024-12-03,"Boston Bruins",0.601419211392375,"Detroit Red Wings",0.398580788607625,"Playing At:  Boston Bruins   Home","60-70","Boston Bruins",1
2024-12-03,"New York Islanders",0.569147144328753,"Montreal Canadiens",0.430852855671247,"Playing At:  Montreal Canadiens   Home","55-60","Montreal Canadiens",0
2024-12-03,"Vancouver Canucks",0.504072610080746,"Minnesota Wild",0.495927389919254,"Playing At:  Minnesota Wild   Home","55 >","Minnesota Wild",0
2024-12-03,"Colorado Avalanche",0.5015756522331,"Buffalo Sabres",0.4984243477669,"Playing At:  Buffalo Sabres   Home","55 >","Colorado Avalanche",1
2024-12-04,"Boston Bruins",0.682056728068075,"Chicago Blackhawks",0.317943271931925,"Playing At:  Chicago Blackhawks   Home","60-70","Boston Bruins",1
2024-12-04,"Vegas Golden Knights",0.649697988022292,"Anaheim Ducks",0.350302011977708,"Playing At:  Anaheim Ducks   Home","60-70","Vegas Golden Knights",1
2024-12-04,"Nashville Predators",0.585895220556644,"Toronto Maple Leafs",0.414104779443356,"Playing At:  Toronto Maple Leafs   Home","55-60","Toronto Maple Leafs",0
2024-12-04,"Dallas Stars",0.552179933909632,"Los Angeles Kings",0.447820066090368,"Playing At:  Los Angeles Kings   Home","55-60","Los Angeles Kings",0
2024-12-05,"Tampa Bay Lightning",0.866289103525086,"San Jose Sharks",0.133710896474914,"Playing At:  Tampa Bay Lightning   Home","85 <","Tampa Bay Lightning",1
2024-12-05,"Edmonton Oilers",0.802068869838552,"Columbus Blue Jackets",0.197931130161448,"Playing At:  Edmonton Oilers   Home","80-85","Edmonton Oilers",1
2024-12-05,"Winnipeg Jets",0.761832962354003,"Buffalo Sabres",0.238167037645997,"Playing At:  Buffalo Sabres   Home","70-80","Winnipeg Jets",1
2024-12-05,"Nashville Predators",0.704347292202629,"Montreal Canadiens",0.295652707797371,"Playing At:  Montreal Canadiens   Home","70-80","Montreal Canadiens",0
2024-12-05,"New York Islanders",0.663600353222442,"Seattle Kraken",0.336399646777558,"Playing At:  New York Islanders   Home","60-70","Seattle Kraken",0
2024-12-05,"Carolina Hurricanes",0.652224751859606,"Colorado Avalanche",0.347775248140394,"Playing At:  Carolina Hurricanes   Home","60-70","Carolina Hurricanes",1
2024-12-05,"Florida Panthers",0.596744507649504,"Philadelphia Flyers",0.403255492350496,"Playing At:  Philadelphia Flyers   Home","55-60","Florida Panthers",1
2024-12-05,"Calgary Flames",0.527385165290619,"St. Louis Blues",0.472614834709381,"Playing At:  Calgary Flames   Home","55 >","St. Louis Blues",0
2024-12-05,"Ottawa Senators",0.520774110627814,"Detroit Red Wings",0.479225889372186,"Playing At:  Ottawa Senators   Home","55 >","Ottawa Senators",1
2024-12-06,"Vancouver Canucks",0.820419737342416,"Columbus Blue Jackets",0.179580262657584,"Playing At:  Vancouver Canucks   Home","80-85","Vancouver Canucks",1
2024-12-06,"New York Rangers",0.767401553786915,"Pittsburgh Penguins",0.232598446213085,"Playing At:  New York Rangers   Home","70-80","New York Rangers",1
2024-12-06,"Minnesota Wild",0.721790387677531,"Anaheim Ducks",0.278209612322469,"Playing At:  Anaheim Ducks   Home","70-80","Minnesota Wild",1
2024-12-06,"New Jersey Devils",0.617690398719224,"Seattle Kraken",0.382309601280776,"Playing At:  New Jersey Devils   Home","60-70","New Jersey Devils",1
2024-12-06,"Dallas Stars",0.586398412868393,"Vegas Golden Knights",0.413601587131607,"Playing At:  Vegas Golden Knights   Home","55-60","Vegas Golden Knights",0
2024-12-06,"Toronto Maple Leafs",0.585008608299346,"Washington Capitals",0.414991391700654,"Playing At:  Toronto Maple Leafs   Home","55-60","Washington Capitals",0
2024-12-07,"Florida Panthers",0.841677397266613,"San Jose Sharks",0.158322602733387,"Playing At:  Florida Panthers   Home","80-85","Florida Panthers",1
2024-12-07,"Winnipeg Jets",0.822521203244802,"Chicago Blackhawks",0.177478796755198,"Playing At:  Chicago Blackhawks   Home","80-85","Winnipeg Jets",1
2024-12-07,"Edmonton Oilers",0.669318868061828,"St. Louis Blues",0.330681131938172,"Playing At:  Edmonton Oilers   Home","60-70","Edmonton Oilers",1
2024-12-07,"Washington Capitals",0.631374456293178,"Montreal Canadiens",0.368625543706822,"Playing At:  Montreal Canadiens   Home","60-70","Washington Capitals",1
2024-12-07,"Boston Bruins",0.61943980297668,"Philadelphia Flyers",0.38056019702332,"Playing At:  Boston Bruins   Home","60-70","Boston Bruins",1
2024-12-07,"Nashville Predators",0.607239931333505,"Ottawa Senators",0.392760068666495,"Playing At:  Ottawa Senators   Home","60-70","Ottawa Senators",0
2024-12-07,"Carolina Hurricanes",0.604728950879572,"New York Islanders",0.395271049120428,"Playing At:  New York Islanders   Home","60-70","New York Islanders",0
2024-12-07,"Toronto Maple Leafs",0.578638166546322,"Pittsburgh Penguins",0.421361833453678,"Playing At:  Pittsburgh Penguins   Home","55-60","Pittsburgh Penguins",0
2024-12-07,"Colorado Avalanche",0.569934832494522,"Detroit Red Wings",0.430065167505478,"Playing At:  Detroit Red Wings   Home","55-60","Colorado Avalanche",1
2024-12-07,"Los Angeles Kings",0.535679559984634,"Minnesota Wild",0.464320440015366,"Playing At:  Los Angeles Kings   Home","55 >","Los Angeles Kings",1
2024-12-07,"Buffalo Sabres",0.52784850942559,"Arizona Coyotes",0.47215149057441,"Playing At:  Buffalo Sabres   Home","55 >","Arizona Coyotes",0
2024-12-08,"Winnipeg Jets",0.813268932703115,"Columbus Blue Jackets",0.186731067296885,"Playing At:  Winnipeg Jets   Home","80-85","Columbus Blue Jackets",0
2024-12-08,"New York Rangers",0.735545175748702,"Seattle Kraken",0.264454824251298,"Playing At:  New York Rangers   Home","70-80","Seattle Kraken",0
2024-12-08,"Dallas Stars",0.602057803491108,"Calgary Flames",0.397942196508892,"Playing At:  Dallas Stars   Home","60-70","Dallas Stars",1
2024-12-08,"Philadelphia Flyers",0.598000977147561,"Arizona Coyotes",0.401999022852439,"Playing At:  Philadelphia Flyers   Home","55-60","Arizona Coyotes",0
2024-12-08,"Colorado Avalanche",0.571417508134899,"New Jersey Devils",0.428582491865101,"Playing At:  New Jersey Devils   Home","55-60","Colorado Avalanche",1
2024-12-08,"Ottawa Senators",0.53637666912278,"New York Islanders",0.46362333087722,"Playing At:  Ottawa Senators   Home","55 >","New York Islanders",0
2024-12-08,"Tampa Bay Lightning",0.508207255101212,"Vancouver Canucks",0.491792744898788,"Playing At:  Vancouver Canucks   Home","55 >","Tampa Bay Lightning",1
2024-12-09,"New York Rangers",0.858745014622627,"Chicago Blackhawks",0.141254985377373,"Playing At:  New York Rangers   Home","85 <","Chicago Blackhawks",0
2024-12-09,"Montreal Canadiens",0.554748552264561,"Anaheim Ducks",0.445251447735439,"Playing At:  Montreal Canadiens   Home","55-60","Montreal Canadiens",1
2024-12-09,"Detroit Red Wings",0.509244403753597,"Buffalo Sabres",0.490755596246403,"Playing At:  Buffalo Sabres   Home","55 >","Detroit Red Wings",1
2024-12-10,"Carolina Hurricanes",0.88557810084166,"San Jose Sharks",0.11442189915834,"Playing At:  Carolina Hurricanes   Home","85 <","Carolina Hurricanes",1
2024-12-10,"Winnipeg Jets",0.714206405856472,"Boston Bruins",0.285793594143528,"Playing At:  Winnipeg Jets   Home","70-80","Winnipeg Jets",1
2024-12-10,"Florida Panthers",0.653133250766132,"Seattle Kraken",0.346866749233868,"Playing At:  Seattle Kraken   Home","60-70","Florida Panthers",1
2024-12-10,"Edmonton Oilers",0.639374342075903,"Tampa Bay Lightning",0.360625657924097,"Playing At:  Edmonton Oilers   Home","60-70","Edmonton Oilers",1
2024-12-10,"Vancouver Canucks",0.629239483421856,"St. Louis Blues",0.370760516578144,"Playing At:  Vancouver Canucks   Home","60-70","St. Louis Blues",0
2024-12-10,"Colorado Avalanche",0.62554926979377,"Pittsburgh Penguins",0.37445073020623,"Playing At:  Pittsburgh Penguins   Home","60-70","Colorado Avalanche",1
2024-12-10,"Minnesota Wild",0.621071453510375,"Arizona Coyotes",0.378928546489625,"Playing At:  Arizona Coyotes   Home","60-70","Minnesota Wild",1
2024-12-10,"Toronto Maple Leafs",0.59929504648914,"New Jersey Devils",0.40070495351086,"Playing At:  New Jersey Devils   Home","55-60","Toronto Maple Leafs",1
2024-12-10,"Nashville Predators",0.591841875409319,"Calgary Flames",0.408158124590681,"Playing At:  Nashville Predators   Home","55-60","Calgary Flames",0
2024-12-10,"Los Angeles Kings",0.559935869976128,"New York Islanders",0.440064130023872,"Playing At:  New York Islanders   Home","55-60","Los Angeles Kings",1
2024-12-10,"Philadelphia Flyers",0.533228190904575,"Columbus Blue Jackets",0.466771809095425,"Playing At:  Columbus Blue Jackets   Home","55 >","Philadelphia Flyers",1
2024-12-11,"Ottawa Senators",0.700760266900779,"Anaheim Ducks",0.299239733099221,"Playing At:  Ottawa Senators   Home","70-80","Ottawa Senators",1
2024-12-11,"New York Rangers",0.612378512932715,"Buffalo Sabres",0.387621487067285,"Playing At:  Buffalo Sabres   Home","60-70","New York Rangers",1
2024-12-12,"Toronto Maple Leafs",0.827963058033543,"Anaheim Ducks",0.172036941966457,"Playing At:  Toronto Maple Leafs   Home","80-85","Toronto Maple Leafs",1
2024-12-12,"St. Louis Blues",0.785729758235325,"San Jose Sharks",0.214270241764675,"Playing At:  St. Louis Blues   Home","70-80","San Jose Sharks",0
2024-12-12,"Colorado Avalanche",0.699131570235169,"Arizona Coyotes",0.300868429764831,"Playing At:  Colorado Avalanche   Home","60-70","Arizona Coyotes",0
2024-12-12,"New York Islanders",0.691390656178324,"Chicago Blackhawks",0.308609343821676,"Playing At:  New York Islanders   Home","60-70","New York Islanders",1
2024-12-12,"Washington Capitals",0.684769790820092,"Columbus Blue Jackets",0.315230209179908,"Playing At:  Columbus Blue Jackets   Home","60-70","Washington Capitals",1
2024-12-12,"Winnipeg Jets",0.643898814908628,"Vegas Golden Knights",0.356101185091372,"Playing At:  Winnipeg Jets   Home","60-70","Vegas Golden Knights",0
2024-12-12,"Edmonton Oilers",0.59856153762002,"Minnesota Wild",0.40143846237998,"Playing At:  Minnesota Wild   Home","55-60","Edmonton Oilers",1
2024-12-12,"Dallas Stars",0.584996186970928,"Nashville Predators",0.415003813029072,"Playing At:  Dallas Stars   Home","55-60","Nashville Predators",0
2024-12-12,"Tampa Bay Lightning",0.543438897083272,"Calgary Flames",0.456561102916728,"Playing At:  Calgary Flames   Home","55 >","Tampa Bay Lightning",1
2024-12-12,"Boston Bruins",0.538874906813573,"Seattle Kraken",0.461125093186427,"Playing At:  Seattle Kraken   Home","55 >","Seattle Kraken",0
2024-12-12,"Pittsburgh Penguins",0.534635846034949,"Montreal Canadiens",0.465364153965051,"Playing At:  Montreal Canadiens   Home","55 >","Pittsburgh Penguins",1
2024-12-12,"New Jersey Devils",0.522971273959107,"Los Angeles Kings",0.477028726040893,"Playing At:  New Jersey Devils   Home","55 >","New Jersey Devils",1
2024-12-12,"Detroit Red Wings",0.517262731103952,"Philadelphia Flyers",0.482737268896048,"Playing At:  Philadelphia Flyers   Home","55 >","Philadelphia Flyers",0
2024-12-12,"Vancouver Canucks",0.506211391557065,"Florida Panthers",0.493788608442935,"Playing At:  Vancouver Canucks   Home","55 >","Vancouver Canucks",1
2024-12-13,"Carolina Hurricanes",0.778132877872056,"Ottawa Senators",0.221867122127944,"Playing At:  Carolina Hurricanes   Home","70-80","Ottawa Senators",0
2024-12-14,"Winnipeg Jets",0.822552493952802,"Montreal Canadiens",0.177447506047198,"Playing At:  Winnipeg Jets   Home","80-85","Winnipeg Jets",1
2024-12-14,"New Jersey Devils",0.717680035375056,"Chicago Blackhawks",0.282319964624944,"Playing At:  New Jersey Devils   Home","70-80","New Jersey Devils",1
2024-12-14,"Edmonton Oilers",0.679934251321052,"Vegas Golden Knights",0.320065748678948,"Playing At:  Edmonton Oilers   Home","60-70","Edmonton Oilers",1
2024-12-14,"Dallas Stars",0.649324528923695,"St. Louis Blues",0.350675471076305,"Playing At:  Dallas Stars   Home","60-70","Dallas Stars",1
2024-12-14,"Columbus Blue Jackets",0.643041781538001,"Anaheim Ducks",0.356958218461999,"Playing At:  Columbus Blue Jackets   Home","60-70","Anaheim Ducks",0
2024-12-14,"Florida Panthers",0.642813398663407,"Calgary Flames",0.357186601336593,"Playing At:  Calgary Flames   Home","60-70","Calgary Flames",0
2024-12-14,"New York Rangers",0.627252082363256,"Los Angeles Kings",0.372747917636744,"Playing At:  New York Rangers   Home","60-70","Los Angeles Kings",0
2024-12-14,"Arizona Coyotes",0.595714383556124,"San Jose Sharks",0.404285616443876,"Playing At:  San Jose Sharks   Home","55-60","Arizona Coyotes",1
2024-12-14,"Minnesota Wild",0.592672186863753,"Philadelphia Flyers",0.407327813136247,"Playing At:  Minnesota Wild   Home","55-60","Minnesota Wild",1
2024-12-14,"Tampa Bay Lightning",0.577312558808275,"Seattle Kraken",0.422687441191725,"Playing At:  Seattle Kraken   Home","55-60","Tampa Bay Lightning",1
2024-12-14,"Toronto Maple Leafs",0.567567045566044,"Detroit Red Wings",0.432432954433956,"Playing At:  Detroit Red Wings   Home","55-60","Detroit Red Wings",0
2024-12-14,"Vancouver Canucks",0.556967685113395,"Boston Bruins",0.443032314886605,"Playing At:  Vancouver Canucks   Home","55-60","Boston Bruins",0
2024-12-14,"Washington Capitals",0.548642133650223,"Buffalo Sabres",0.451357866349777,"Playing At:  Washington Capitals   Home","55 >","Washington Capitals",1
2024-12-14,"Ottawa Senators",0.5432420041377,"Pittsburgh Penguins",0.4567579958623,"Playing At:  Ottawa Senators   Home","55 >","Ottawa Senators",1
2024-12-14,"Colorado Avalanche",0.532538049785086,"Nashville Predators",0.467461950214914,"Playing At:  Colorado Avalanche   Home","55 >","Colorado Avalanche",1
2024-12-15,"Carolina Hurricanes",0.809429543591657,"Columbus Blue Jackets",0.190570456408343,"Playing At:  Carolina Hurricanes   Home","80-85","Carolina Hurricanes",1
2024-12-15,"Toronto Maple Leafs",0.671966783980944,"Buffalo Sabres",0.328033216019056,"Playing At:  Toronto Maple Leafs   Home","60-70","Toronto Maple Leafs",1
2024-12-15,"New York Islanders",0.601501899660857,"Chicago Blackhawks",0.398498100339143,"Playing At:  Chicago Blackhawks   Home","60-70","Chicago Blackhawks",0
2024-12-15,"New York Rangers",0.547750315754421,"St. Louis Blues",0.452249684245579,"Playing At:  St. Louis Blues   Home","55 >","St. Louis Blues",0
2024-12-15,"Minnesota Wild",0.534255028922013,"Vegas Golden Knights",0.465744971077987,"Playing At:  Minnesota Wild   Home","55 >","Vegas Golden Knights",0
2024-12-16,"Dallas Stars",0.679234498018431,"Washington Capitals",0.320765501981569,"Playing At:  Dallas Stars   Home","60-70","Dallas Stars",1
2024-12-16,"Vancouver Canucks",0.551662147262344,"Colorado Avalanche",0.448337852737656,"Playing At:  Vancouver Canucks   Home","55-60","Vancouver Canucks",1
2024-12-16,"Edmonton Oilers",0.500581060923739,"Florida Panthers",0.499418939076261,"Playing At:  Edmonton Oilers   Home","55 >","Florida Panthers",0
2024-12-17,"Winnipeg Jets",0.878936269530666,"San Jose Sharks",0.121063730469334,"Playing At:  San Jose Sharks   Home","85 <","Winnipeg Jets",1
2024-12-17,"Washington Capitals",0.74418909801825,"Chicago Blackhawks",0.25581090198175,"Playing At:  Chicago Blackhawks   Home","70-80","Chicago Blackhawks",0
2024-12-17,"Tampa Bay Lightning",0.734380684738222,"Columbus Blue Jackets",0.265619315261778,"Playing At:  Tampa Bay Lightning   Home","70-80","Tampa Bay Lightning",1
2024-12-17,"Carolina Hurricanes",0.706952844827058,"New York Islanders",0.293047155172942,"Playing At:  Carolina Hurricanes   Home","70-80","Carolina Hurricanes",1
2024-12-17,"Buffalo Sabres",0.635970372966281,"Montreal Canadiens",0.364029627033719,"Playing At:  Montreal Canadiens   Home","60-70","Montreal Canadiens",0
2024-12-17,"New York Rangers",0.589672604725314,"Nashville Predators",0.410327395274686,"Playing At:  Nashville Predators   Home","55-60","Nashville Predators",0
2024-12-17,"St. Louis Blues",0.569940982512212,"New Jersey Devils",0.430059017487788,"Playing At:  St. Louis Blues   Home","55-60","New Jersey Devils",0
2024-12-17,"Los Angeles Kings",0.534434543148863,"Pittsburgh Penguins",0.465565456851137,"Playing At:  Pittsburgh Penguins   Home","55 >","Pittsburgh Penguins",0
2024-12-17,"Seattle Kraken",0.534254795336639,"Ottawa Senators",0.465745204663361,"Playing At:  Seattle Kraken   Home","55 >","Ottawa Senators",0
2024-12-17,"Calgary Flames",0.525926920991077,"Boston Bruins",0.474073079008923,"Playing At:  Calgary Flames   Home","55 >","Boston Bruins",0
2024-12-18,"Winnipeg Jets",0.812463863035268,"Anaheim Ducks",0.187536136964732,"Playing At:  Anaheim Ducks   Home","80-85","Anaheim Ducks",0
2024-12-18,"Vancouver Canucks",0.578617074151251,"Arizona Coyotes",0.421382925848749,"Playing At:  Arizona Coyotes   Home","55-60","Arizona Coyotes",0
2024-12-18,"Dallas Stars",0.570505968839035,"Toronto Maple Leafs",0.429494031160965,"Playing At:  Dallas Stars   Home","55-60","Toronto Maple Leafs",0
2024-12-18,"Philadelphia Flyers",0.533445114016444,"Detroit Red Wings",0.466554885983556,"Playing At:  Detroit Red Wings   Home","55 >","Detroit Red Wings",0
2024-12-18,"Florida Panthers",0.502146354950482,"Minnesota Wild",0.497853645049518,"Playing At:  Minnesota Wild   Home","55 >","Florida Panthers",1
2024-12-19,"Colorado Avalanche",0.820615596721621,"San Jose Sharks",0.179384403278379,"Playing At:  San Jose Sharks   Home","80-85","Colorado Avalanche",1
2024-12-19,"Edmonton Oilers",0.6996041568436,"Boston Bruins",0.3003958431564,"Playing At:  Edmonton Oilers   Home","60-70","Edmonton Oilers",1
2024-12-19,"Nashville Predators",0.665742818965031,"Pittsburgh Penguins",0.334257181034969,"Playing At:  Nashville Predators   Home","60-70","Pittsburgh Penguins",0
2024-12-19,"Seattle Kraken",0.639315052506484,"Chicago Blackhawks",0.360684947493516,"Playing At:  Chicago Blackhawks   Home","60-70","Chicago Blackhawks",0
2024-12-19,"New Jersey Devils",0.617385473111589,"Columbus Blue Jackets",0.382614526888411,"Playing At:  Columbus Blue Jackets   Home","60-70","Columbus Blue Jackets",0
2024-12-19,"Vegas Golden Knights",0.614205862357457,"Vancouver Canucks",0.385794137642543,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",1
2024-12-19,"Calgary Flames",0.572693408496265,"Ottawa Senators",0.427306591503735,"Playing At:  Calgary Flames   Home","55-60","Ottawa Senators",0
2024-12-19,"Tampa Bay Lightning",0.557592879589136,"St. Louis Blues",0.442407120410864,"Playing At:  Tampa Bay Lightning   Home","55-60","Tampa Bay Lightning",1
2024-12-19,"Los Angeles Kings",0.518373060309472,"Philadelphia Flyers",0.481626939690528,"Playing At:  Philadelphia Flyers   Home","55 >","Los Angeles Kings",1
2024-12-20,"Colorado Avalanche",0.774094953031208,"Anaheim Ducks",0.225905046968792,"Playing At:  Anaheim Ducks   Home","70-80","Colorado Avalanche",1
2024-12-20,"Minnesota Wild",0.707423138088841,"Arizona Coyotes",0.292576861911159,"Playing At:  Minnesota Wild   Home","70-80","Arizona Coyotes",0
2024-12-20,"Florida Panthers",0.680136285456398,"St. Louis Blues",0.319863714543602,"Playing At:  Florida Panthers   Home","60-70","Florida Panthers",1
2024-12-20,"Detroit Red Wings",0.655959306435646,"Montreal Canadiens",0.344040693564354,"Playing At:  Detroit Red Wings   Home","60-70","Montreal Canadiens",0
2024-12-20,"Carolina Hurricanes",0.601732829478767,"Washington Capitals",0.398267170521233,"Playing At:  Washington Capitals   Home","60-70","Washington Capitals",0
2024-12-20,"Toronto Maple Leafs",0.532441309610275,"Buffalo Sabres",0.467558690389725,"Playing At:  Buffalo Sabres   Home","55 >","Toronto Maple Leafs",1
2024-12-20,"Dallas Stars",0.515071537901227,"New York Rangers",0.484928462098773,"Playing At:  Dallas Stars   Home","55 >","New York Rangers",0
2024-12-21,"Edmonton Oilers",0.859642466463917,"San Jose Sharks",0.140357533536083,"Playing At:  Edmonton Oilers   Home","85 <","Edmonton Oilers",1
2024-12-21,"Winnipeg Jets",0.730462248881482,"Minnesota Wild",0.269537751118518,"Playing At:  Winnipeg Jets   Home","70-80","Winnipeg Jets",1
2024-12-21,"Calgary Flames",0.72008386604112,"Chicago Blackhawks",0.27991613395888,"Playing At:  Calgary Flames   Home","70-80","Calgary Flames",1
2024-12-21,"Vancouver Canucks",0.671855315144566,"Ottawa Senators",0.328144684855434,"Playing At:  Vancouver Canucks   Home","60-70","Ottawa Senators",0
2024-12-21,"Vegas Golden Knights",0.651089549593378,"Seattle Kraken",0.348910450406622,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",1
2024-12-21,"Boston Bruins",0.643386035399014,"Buffalo Sabres",0.356613964600986,"Playing At:  Boston Bruins   Home","60-70","Boston Bruins",1
2024-12-21,"Philadelphia Flyers",0.630389420468606,"Columbus Blue Jackets",0.369610579531394,"Playing At:  Philadelphia Flyers   Home","60-70","Philadelphia Flyers",1
2024-12-21,"New Jersey Devils",0.621924514077143,"Pittsburgh Penguins",0.378075485922857,"Playing At:  New Jersey Devils   Home","60-70","New Jersey Devils",1
2024-12-21,"Toronto Maple Leafs",0.617155010452893,"New York Islanders",0.382844989547107,"Playing At:  Toronto Maple Leafs   Home","60-70","New York Islanders",0
2024-12-21,"Nashville Predators",0.616020019681425,"Los Angeles Kings",0.383979980318575,"Playing At:  Nashville Predators   Home","60-70","Nashville Predators",1
2024-12-21,"Detroit Red Wings",0.600422105126482,"Montreal Canadiens",0.399577894873518,"Playing At:  Montreal Canadiens   Home","60-70","Montreal Canadiens",0
2024-12-22,"Arizona Coyotes",0.741487490229951,"Anaheim Ducks",0.258512509770049,"Playing At:  Arizona Coyotes   Home","70-80","Anaheim Ducks",0
2024-12-22,"Colorado Avalanche",0.734028422608259,"Seattle Kraken",0.265971577391741,"Playing At:  Colorado Avalanche   Home","70-80","Colorado Avalanche",1
2024-12-22,"Edmonton Oilers",0.717404045784586,"Ottawa Senators",0.282595954215414,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-12-22,"Washington Capitals",0.550858430226023,"Los Angeles Kings",0.449141569773977,"Playing At:  Washington Capitals   Home","55-60","Washington Capitals",1
2024-12-22,"New York Rangers",0.507998358398469,"Carolina Hurricanes",0.492001641601531,"Playing At:  New York Rangers   Home","55 >","Carolina Hurricanes",0
2024-12-22,"Florida Panthers",0.507794357606946,"Tampa Bay Lightning",0.492205642393054,"Playing At:  Tampa Bay Lightning   Home","55 >","Florida Panthers",1
2024-12-23,"Vegas Golden Knights",0.820346120133068,"Anaheim Ducks",0.179653879866932,"Playing At:  Vegas Golden Knights   Home","80-85","Vegas Golden Knights",1
2024-12-23,"Minnesota Wild",0.807348876226312,"Chicago Blackhawks",0.192651123773688,"Playing At:  Minnesota Wild   Home","80-85","Minnesota Wild",1
2024-12-23,"Vancouver Canucks",0.797468539978212,"San Jose Sharks",0.202531460021788,"Playing At:  Vancouver Canucks   Home","70-80","Vancouver Canucks",1
2024-12-23,"Dallas Stars",0.678695777542028,"Arizona Coyotes",0.321304222457972,"Playing At:  Arizona Coyotes   Home","60-70","Dallas Stars",1
2024-12-23,"Pittsburgh Penguins",0.613380046419447,"Philadelphia Flyers",0.386619953580553,"Playing At:  Pittsburgh Penguins   Home","60-70","Pittsburgh Penguins",1
2024-12-23,"Florida Panthers",0.589091327980428,"Tampa Bay Lightning",0.410908672019572,"Playing At:  Florida Panthers   Home","55-60","Tampa Bay Lightning",0
2024-12-23,"Carolina Hurricanes",0.577532658423086,"Nashville Predators",0.422467341576914,"Playing At:  Nashville Predators   Home","55-60","Nashville Predators",0
2024-12-23,"New York Rangers",0.567934845461958,"New Jersey Devils",0.432065154538042,"Playing At:  New Jersey Devils   Home","55-60","New Jersey Devils",0
2024-12-23,"Boston Bruins",0.55248052174595,"Washington Capitals",0.44751947825405,"Playing At:  Boston Bruins   Home","55-60","Boston Bruins",1
2024-12-23,"Winnipeg Jets",0.544531547348711,"Toronto Maple Leafs",0.455468452651289,"Playing At:  Toronto Maple Leafs   Home","55 >","Winnipeg Jets",1
2024-12-23,"Columbus Blue Jackets",0.540307638852391,"Montreal Canadiens",0.459692361147609,"Playing At:  Columbus Blue Jackets   Home","55 >","Columbus Blue Jackets",1
2024-12-23,"Detroit Red Wings",0.529130924840526,"St. Louis Blues",0.470869075159474,"Playing At:  Detroit Red Wings   Home","55 >","St. Louis Blues",0
2024-12-23,"New York Islanders",0.507805441235282,"Buffalo Sabres",0.492194558764718,"Playing At:  New York Islanders   Home","55 >","Buffalo Sabres",0
2024-12-27,"Vegas Golden Knights",0.73059593968129,"San Jose Sharks",0.26940406031871,"Playing At:  San Jose Sharks   Home","70-80","Vegas Golden Knights",1
2024-12-27,"Buffalo Sabres",0.653532596884499,"Chicago Blackhawks",0.346467403115501,"Playing At:  Buffalo Sabres   Home","60-70","Buffalo Sabres",1
